mean,std,skewness,kurtosis,rms,peak_to_peak,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,total_power,wavelet_entropy,coeff_energy,median_frequency,mean_frequency,frequency_variance,peak_frequency,3
-0.022381237800618174,6.038448711654176,-0.03794573819528864,0.8945905921936154,6.045232013667085,41.23172302244707,40.72582536397025,0.4257374442959361,2.9151580430951767,4.7081868707853936,35.09868646169569,1.625579362708987,38401.918537645586,8.140625,12.04134455465626,260.17474607108113,1.4375,3
0.47902400497796505,5.989170504137657,-0.14286156155460727,0.6672842686008851,6.0144634097019996,39.81914688432917,39.165400346495815,0.45053787422271907,2.7440304670389146,4.759051476241526,43.04230073603176,1.722183710948766,33405.553180138166,8.109375,11.801087019630831,235.5193176402227,2.203125,3
0.08517372959647833,9.653384114951638,0.051654450442421264,0.6832041196370233,9.657443653927128,65.97163845709144,101.98723981422194,0.42904805320674055,3.185582188135081,4.053097089161183,107.70438219479124,1.4354114321437532,81570.17403694178,2.6875,9.290165779344296,274.66650465576805,1.0625,3
0.4147848928443677,5.367609172120367,0.029606891789079055,0.14161967946695472,5.388375817878986,32.576550632152994,32.79579862250131,0.48482518945849423,2.4554684987942417,4.870701131099682,33.50144971409906,1.8476239678727522,27148.971901311626,8.65625,13.94809568163646,267.8598065273396,4.84375,3
0.35315706307342326,6.305769522210794,0.12976907509457858,0.25223567833383476,6.322577941437732,38.66232896635212,46.45033752857511,0.4361567952638588,2.6971592623242273,4.715324376794373,46.160584079451624,1.7490742205952818,38579.17573755529,8.078125,12.453512794290624,236.06652435445704,4.828125,3
0.1395524138894638,6.394814235309837,0.049344575729948756,0.3534568371757927,6.4044303956892215,41.94793606791538,49.421592412767225,0.4177662779076824,2.788589971704133,4.542779258674036,51.31612809323716,1.649328841935453,41874.6693943915,8.4375,11.870832156165777,194.03360657116693,7.4375,3
-0.2184234609345794,5.2922200600507905,-0.033861564250924875,0.038906203807854325,5.305265720431994,32.62805203855203,32.56016709519982,0.44543923252880363,2.782617236156127,4.6934780760717265,32.70657454860714,1.6381014390817306,26814.301244420647,6.75,11.955438405571481,253.7614182817492,4.25,3
0.06011388593964166,5.047554033066931,0.08226643212349286,0.4113424523815281,5.055613496568863,33.4119661658004,28.95382759231394,0.46217818533131266,2.6656318082717725,4.934889131031076,26.532862063722902,1.6047961509551396,28213.802942277824,8.109375,13.510500377299223,284.1015769650542,3.390625,3
0.225126435039029,5.36172782182988,0.13459309888309487,0.3922770984609705,5.372574412450042,35.147745772851934,31.791274536795303,0.44220581116902286,2.708147911040927,4.844896697951456,32.5063618989463,1.718880925688481,26431.489883271854,7.640625,12.477894236944962,242.6214023715633,3.1875,3
-0.25654955145692554,5.566914766264818,0.017283336997554535,-0.13284016555281064,5.582284911844902,32.1713224995882,35.702848560987796,0.4430162412882402,2.8206120860137687,4.653413303409489,34.26541616396822,1.541865600400731,31382.645293661313,4.78125,11.543335383533007,276.70801277106085,1.9375,3
