spectral_entropy,frequency_variance,std,hjorth_mobility,peak_frequency,skewness,kurtosis,rms,peak_to_peak,hjorth_activity,hjorth_complexity,total_power,median_frequency,mean_frequency
4.798688510751718,538.317632365221,5.019824918998525,0.723681356635156,42.8125,-0.1276252364168965,-0.0131898826111545,5.029374983773068,31.020196521525698,26.209439016463104,1.8170988829334935,26.86657889874153,12.609375,21.80227666206857
4.715784085601804,528.8201659325123,5.5898391463995,0.7004545545918656,27.203125,0.0018135294958037,0.1070189491522904,5.601271343286897,35.58826188917967,33.04190784028684,1.9104137701571684,32.68371887043881,12.53125,20.83766044149352
4.482934080093382,524.4314166385858,6.392925054501677,0.6362608980805973,12.875,0.0188363455032721,0.0434307813687298,6.399739298201493,38.77974567604793,43.737749890199815,2.134230655906144,36.45407094416053,9.890625,19.2231730803208
4.694513852610623,542.1247075882513,5.059600160533359,0.6988171354579531,27.21875,0.0016337900601315,0.0956253115605061,5.070233531208708,32.66779679579159,26.54430971092612,1.870563811820963,24.24518176134236,10.890625,21.33336210300566
4.5259296208991024,489.47429466168694,5.517673241768298,0.6541540372874768,12.828125,-0.0103518762466535,-0.0869557979267521,5.532804149961778,33.47787380661074,31.74869724381951,2.015153257808848,32.347495379683195,9.03125,18.267058730487253
4.489640390459493,470.4211861548798,5.9397330828978285,0.6264472788609453,11.96875,0.041139168825327,-0.1900979029874899,5.948943104518812,35.03977876567027,37.429715933494656,2.1244410872691515,35.597262509358295,9.625,17.92900937168674
4.833703374324611,347.56661379298964,4.625044267652587,0.5227334060111282,3.484375,0.2214369908718616,0.0996847767128807,4.635608029586627,27.22060981303835,22.872794252679963,2.41605791635643,23.031157950860816,5.984375,14.126497404594964
4.829036415988767,326.0743819076513,4.842205006842805,0.4988916412063511,3.734375,0.1036153541468932,0.0627103462461232,4.850899722923652,29.4590455888477,25.75758299368551,2.526426956849183,25.37053041093542,6.4375,13.6812147614973
4.6002444851177495,263.1052204963721,5.749153169424688,0.4531110497335753,3.53125,0.1049974179057951,0.3259356837258517,5.770043679451753,36.5891637486271,38.31299373165597,2.6762235209167473,41.314598741143826,7.375,12.275386946433988
4.871238150599018,294.75464322426626,4.324941615165882,0.4707061823617258,2.734375,0.0695532412411662,0.1310865334305321,4.338834550771229,27.426053440568893,20.9232173131799,2.603113127622854,20.61658103072715,7.359375,13.169923446534966
4.87020637602864,254.87037487767884,4.699674230878126,0.4466114874953966,2.4375,0.0667059047141486,0.113110226319674,4.707557050565422,28.801950537263913,24.645659811986302,2.683741918658032,24.853859753894056,7.421875,12.620500696154688
4.987181944959885,255.2840010372385,4.870699679262266,0.4474359517012239,3.875,0.0024933174302465,0.053723200527711,4.878179297438411,29.615037580755484,26.288910044486546,2.6809667673673205,25.88666181754847,8.078125,13.298855252788224
4.86370195857235,341.83991198718155,4.599554882466483,0.5362555099037221,3.6875,-0.0236409199147552,0.1217739159549943,4.607340045738204,28.34011677356137,24.104317682958452,2.376395382680549,25.748445401916015,8.078125,14.831639465216025
4.966717290546537,345.34602846704007,4.71183849029472,0.5262744971754285,4.28125,0.0160023014458364,0.2105232711796823,4.719621224614183,29.60543420351441,25.14469616997634,2.4031199190651753,24.557561473542457,8.484375,15.24040455327901
5.031945549994809,384.6618092981176,4.560122982909659,0.5580548166457011,4.609375,-0.0248354514622937,0.1281129884198686,4.568289941214884,28.49500168148873,23.37075728835819,2.286577591739896,22.924912808022697,8.640625,16.31201594950159
4.522257108703511,320.6115170514772,6.843634760227981,0.5037153524903973,11.328125,-0.1896803432372921,0.2170787859554355,6.8527810244779195,42.99738108045861,53.87060887313544,2.623594736020721,54.74952252417935,7.421875,13.66060902526011
4.521672531240192,345.7025326768042,6.974546803461047,0.5277823062047113,9.5625,-0.1482967518429948,0.177196682111719,6.9812681991589765,43.931511603611234,55.539083338956026,2.530690204169825,60.65377901017428,7.875,14.416162883918355
4.646181977696637,459.3977663132486,6.480123188252129,0.6007389846130174,21.03125,-0.0528749250729999,0.0664279147783116,6.486736317824918,40.46575120085862,47.60227420998787,2.246381414125363,43.850784111447645,10.609375,18.650686277463382
4.518092112457966,465.81864431582846,6.486778534153068,0.6425265795339717,14.671875,-0.1142810798764583,-0.0409092728675568,6.495753862315486,39.138009470739824,46.20276461372931,2.0934817071959895,46.421174669568074,10.78125,18.59644766302834
4.542829597870537,457.72839399017835,6.803008939591019,0.6200660308794316,15.75,-0.1199467989100521,-0.1416415186491115,6.819022003988554,39.89133969963997,51.10341802222744,2.163377482657419,51.73548581485634,8.515625,17.485532757326865
4.554581379228537,455.4074662077361,6.602462133408017,0.6232623707361006,14.859375,-0.1514449073141532,-0.1762297572941117,6.612414056347587,37.62411055058003,47.39766715086628,2.1389300828249005,49.44830798653869,7.859375,17.266217674264396
4.694777320039133,480.32647918025384,5.942351546608943,0.6835020575403891,33.421875,-0.1491526589262996,0.1632407651959483,5.953890944422926,37.34980933665749,40.23547648354904,1.9944630947730588,39.53935397354966,16.171875,21.615328345006688
4.666019110758333,493.78461094947505,5.842993989730058,0.7228987924044966,33.640625,-0.0776460689596622,-0.0185957879863948,5.862780938593973,36.121053001863686,39.44235252814797,1.9006071056957727,41.07264472890756,18.109375,22.79051738345362
