mean,std,skewness,kurtosis,rms,peak_to_peak,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,total_power,wavelet_entropy,coeff_energy,median_frequency,mean_frequency,frequency_variance,peak_frequency,average_frequency,approximate_entropy,lempel_ziv_complexity,2
-0.12567169666094732,5.31784193074684,-0.12169475490442257,0.019169625145023975,5.327474567168664,31.780251799594378,30.990579139860788,0.5249194618928068,2.4205840924798836,4.808632361878318,31.42931962688982,1.8056511849542063,24826.383947779745,7.671875,14.209732600532266,329.59177808027334,6.5,64.0,1.3317002167303766,0.31781849570762116,2
-0.6313234189045238,5.465524856301094,-0.06338542913637199,-0.058385559248315406,5.510851705303313,32.54844304999732,31.959226909617534,0.5060591249967732,2.469205785715591,4.767199070266423,31.17777420821789,1.779409624151434,26719.987841422153,7.203125,13.898680056670832,328.0704927932359,5.453125,64.0,1.3140847272209324,0.5574047463179819,2
0.24350775704272504,24.32475684204352,0.6781795649910768,7.925576573919346,24.32728267495556,218.81005654273628,592.3996733112172,0.20121941150192238,5.221771368784904,2.853808942087609,483.3845697839274,0.737407594177894,545817.2298854673,2.0,3.6720544950918383,58.7129139694615,2.0,64.0,0.453343312358977,0.9338974258485485,2
0.0689814328052533,5.117811106652808,-0.03749497927678047,0.24459088574419893,5.124793704223947,32.89735312513703,31.097656534540423,0.5788932597007976,2.219364597366725,4.782131293065594,32.63496608389483,1.8744235002428,25169.16341025368,10.171875,17.37991132012723,375.30429202529615,16.28125,64.0,1.328595476591073,3.3868042773355764,2
-0.2590277722837531,5.43707641147733,0.037790740961024964,0.15677570591544235,5.450286459290006,34.813836851461346,35.49816636417049,0.5750289255889836,2.24763415947463,4.790837167474452,37.29768980756851,1.8705492326871198,28714.064539590283,10.65625,17.56798165716372,379.1939112103315,18.0,64.0,1.3244580711976621,2.7723551856341775,2
-0.5012420153030276,5.715368091732404,0.06518183217682265,0.15337117742093612,5.751698991494561,36.346788914743605,38.80480479570413,0.5516463042750949,2.2957551489139454,4.7868890604454855,34.51021386973022,1.704050299517109,43161.35166883501,9.859375,16.969586958448495,366.70584647887273,14.421875,64.0,1.3029767754719066,0.28359188847756966,2
0.003728298668127874,5.026804030741324,-0.062273960506945836,0.20033312710625728,5.034609170655273,31.453044189676255,29.955503540348555,0.5250176408754871,2.3543851340889073,4.804108639365816,29.80895622812794,1.7839745339313742,28277.617055437597,9.6875,15.933965241428844,317.93058551875424,9.84375,64.0,1.2760662072385236,0.49710072405551065,2
-0.03758759931131578,5.581044218775699,-0.07481015318716225,-0.06562947653094281,5.588155304033825,32.49379038193179,37.026587931823066,0.4948794250543057,2.4803690571951886,4.830937273273866,37.057506829594196,1.7983383648895308,31705.06816816029,9.703125,15.02103817690626,279.31614736274247,7.875,64.0,1.257865759521501,3.316721224435954,2
-0.18669876122327703,5.858297896570838,-0.00969589205155636,-0.22220199196021714,5.869599982893594,32.91795642856733,41.37314489177631,0.4800463826166334,2.543528164092796,4.808295878561477,43.12995389535682,1.7985887174852078,35561.4531728339,9.171875,14.538824274754312,273.51007960951733,7.140625,64.0,1.2515817873149717,0.6975708521172399,2
0.1584576701772255,5.765530016868351,-0.009236443429978407,0.33592789354328395,5.7760631016881305,37.04459020100206,40.374005149803274,0.4395356150665221,2.684073477248624,4.663980023313116,40.85748498636184,1.7228274908570818,32552.357854512313,7.984375,12.321412204113845,238.05540374868843,3.9375,64.0,1.1795279205566507,0.28359188847756966,2
0.3172860788484963,6.005000706013399,0.007945482015307873,0.21779935745526885,6.026422353355019,37.46185722076862,43.221802268085625,0.40847370614516276,2.8813009880552847,4.66872812192208,32.32369041243718,1.5568669316482995,43303.22551277024,7.53125,12.077107782810112,239.96675788628932,4.140625,64.0,1.148079616514006,0.2412160890498866,2
