mean,std,skewness,kurtosis,rms,peak_to_peak,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,total_power,wavelet_entropy,coeff_energy,median_frequency,mean_frequency,frequency_variance,peak_frequency,average_frequency,approximate_entropy,lempel_ziv_complexity,4
-0.15571299572719835,7.037789966668413,-0.4024859041071254,0.586405717420956,7.049437131075117,42.26178996703774,51.397557994452995,0.3667192148587137,3.348028719435835,3.76056904472519,58.05046125630945,1.2265845752916191,41810.01147220396,3.15625,7.741506786608769,173.69428984720255,2.015625,64.0,1.1139004639614598,0.9648643561995467,4
-0.02541002535339998,7.912140498407224,-0.31597312327655286,0.06473238513918,7.9217798872249405,45.427553711686095,64.4538104697265,0.3695299734268374,3.3833260062004227,3.8824747039959377,71.71388284007986,1.1914526280018662,52168.8601916516,3.171875,8.104869847381185,192.29878427922375,2.015625,64.0,1.1313418833374604,0.7806926125330803,4
0.01030628293622935,8.111573704976879,-0.037101064053203535,-0.15190239677418851,8.117767871064313,45.618303135978806,67.44153647653782,0.39786917006161804,3.1343821887220087,4.080930607767272,71.06540544005045,1.1840588774087777,63095.85035493725,3.625,9.14322447436449,219.4527046498978,2.109375,64.0,1.186972475277771,0.20861932025936145,4
0.2210509742613055,5.005110714233173,0.07875147236122938,0.11634251886138966,5.021942947864224,31.56854177045147,27.32326763887437,0.5571682798477893,2.2752210733317364,5.041846040102044,26.377459129919984,1.7621819379383965,24713.775243151063,9.15625,15.965493133096121,355.6033118787816,3.3125,64.0,1.3407427839874848,1.7879327681603099,4
-0.07287605761322977,5.309712950361868,0.0106594865042123,0.274104235686533,5.32628019748161,33.54661889869588,30.75651177975469,0.5500902522855268,2.3424881075480406,4.950453595302301,29.25104890444089,1.84044160198542,26469.05781067578,8.296875,15.905221476635676,395.9275013644618,2.671875,64.0,1.3194603037061767,2.7576866396784387,4
-0.1444910377326418,5.472282116021396,-0.013972353628082182,0.25823436008227396,5.48973788056048,34.69192010562312,32.98550891110437,0.5460670873666986,2.371362644857827,4.973900940688138,32.1297377877615,1.8063361370860427,28665.245935558134,8.484375,15.838826171497901,389.20869395412734,4.171875,64.0,1.3234708539407725,0.6209684454595055,4
0.22885428173722772,5.099922920905822,-0.003348355781305211,0.004800929011690387,5.119452719468919,31.699561575923116,28.293563881816993,0.5764565227975925,2.1830252195197466,5.042683594963179,28.39978922572199,1.905932020507482,23055.531253444296,9.03125,16.465334973847522,385.7845954606194,4.578125,64.0,1.3659585034074786,0.37160316421198825,4
0.49111073634351304,5.80690702795832,-0.02385506717794761,0.3986143265103619,5.841166881773434,39.04795309390665,36.3950879973373,0.5458490014861352,2.3112264529772832,5.030920320489938,34.21907916939776,1.7506853845353676,31924.80833537136,7.640625,15.331243698175422,358.1717470623221,1.625,64.0,1.3055862790829664,0.35693461825625195,4
0.2886496665194265,6.029120517962781,-0.013998689856047391,0.23199248325426544,6.047104500621291,39.10758979869603,38.72320065828031,0.5541940753477964,2.3488471960320987,5.040083353109301,38.921117222649215,1.765266312256945,32905.78450146685,7.21875,15.787403831338585,417.575224680048,1.125,64.0,1.3200154370353716,0.20861932025936145,4
-0.06201856576814178,5.490743217646413,0.11044021507456878,0.11655650540749621,5.509926707553593,33.63176119912268,33.01777133664813,0.4939454472087662,2.5094812810261744,4.886228883254539,36.27224515805825,1.8246130895272115,26433.587490246904,7.390625,13.342757655675774,282.14667999848643,2.671875,64.0,1.2708705549289558,0.33248704166335774,4
-0.11060836665965171,5.63797073773146,0.038690139234383414,0.07965077619455951,5.649099568443476,34.46242213845221,34.60544658048566,0.5009593892751162,2.4518206905511044,5.013696732947907,35.82307240284257,1.868095819168089,27941.26118274293,7.4375,13.848188836907857,294.4353323527176,1.78125,64.0,1.2778041669375004,0.914339364574234,4
0.03159416398152898,5.263349560686392,-0.00032165793973019116,0.12126603992863133,5.274548840138779,32.41728220636473,30.092875261024307,0.5277691090108841,2.3249507982700575,5.101209944969698,32.02074519263359,1.8121278506096659,26205.56211490436,7.6875,14.723744045483581,327.30323381893356,1.9375,64.0,1.3006838282498001,1.9900327346615672,4
-0.31586821526546205,8.623128006265713,0.03371900701742417,0.9437324611894585,8.636305915785258,65.23222627482687,75.76414799625046,0.5421592186924443,2.324526558702222,4.659191712449824,84.89807396413994,1.6493716409753199,61220.75206975658,4.359375,14.252975379754565,396.91401206126835,1.03125,64.0,1.2416202145615407,0.3178184957076213,4
-0.12979646189496363,9.656220817638635,0.170654715860968,0.5807957603163488,9.66440970779105,67.89491610161359,95.33247057836051,0.4940654207323448,2.5116985017895375,4.574225195035278,100.9048862763393,1.6730210921971347,77869.57458759662,4.265625,13.029126474931978,355.02345024321573,1.046875,64.0,1.2025782114669132,1.1555554536241206,4
0.3649337472666062,8.695034772904954,0.16316038412687536,0.49746601032617016,8.712946892054608,55.29203458767152,78.88346580487622,0.44764467847959805,2.7333739410662985,4.555548602414071,85.95902824210991,1.6305717421007286,62869.51398429938,5.390625,11.452027894332318,262.393414839863,1.515625,64.0,1.240298730318344,3.745368734031355,4
0.1935988701357816,4.896846288011698,0.0728166755120541,0.03106936216455409,4.909803458628082,29.89456865792137,26.458564034954875,0.5524751555666977,2.231063785700357,5.1195934757518256,26.26973282711794,1.7640208800551034,27267.714773683925,9.65625,16.014242399142255,355.2997548751855,2.609375,64.0,1.3233966475026617,0.2135088355779402,4
0.062263766705902966,5.414682772567562,0.06284586507084178,0.3817922264459336,5.42695794644311,35.40586496479992,32.09802370566526,0.5159053872799801,2.418594942403988,5.021031162576174,31.656517344838473,1.73260608139721,29122.390939028825,8.890625,14.822096757833911,325.13439733280063,3.234375,64.0,1.2764137610798225,0.30314994975188503,4
-0.0724448178940266,6.49442462238879,-0.138155137014815,0.7194521919058543,6.502735425871013,45.63382149266656,45.231885537206104,0.4515873153614291,2.7262671698119574,4.845309305578589,44.39064212421536,1.6805727703496416,36599.6015229643,7.25,12.926554801468233,269.1301324033366,3.90625,64.0,1.1936828771087826,1.3006110747419581,4
0.11680436583513262,5.788066688017494,-0.11739259362429212,0.5384436113862408,5.797834401412138,37.4549448725803,36.55572587738169,0.5195387270321592,2.3415652765000865,4.993229679468921,36.66486218658974,1.8297606149061696,29776.436815226076,8.953125,14.816116201976552,310.2947059698909,3.0625,64.0,1.2853990799466373,0.3455257491795681,4
0.1546392660029764,6.657944248788698,0.09231389044713993,0.4438285940881045,6.667749686568709,43.87235691068269,48.54922622766018,0.4696764781230779,2.466396538355734,4.875679985586854,46.91041190509443,1.826237424346938,41731.246310396076,8.25,13.42524068421978,254.50814118214487,4.40625,64.0,1.2214749944050804,2.540918127221445,4
0.4362273917214134,7.625563893525403,-0.013952041332140454,0.17510023644230654,7.648033524979363,48.09154738654663,64.68584742673654,0.43203174178793763,2.7518096788856896,4.66784428159643,68.71804688635532,1.6764009526615509,52508.36545385376,6.75,11.422453034830495,227.47209487176477,2.078125,64.0,1.1918113080283763,0.7366869746658707,4
-0.12449075260655965,6.989352135160443,0.09170244442450207,0.3920440038062267,7.001271299187657,45.81866490233449,56.023635419654056,0.47318640113445554,2.6016087804222168,4.764638901935441,57.378452904463636,1.7800116708996185,45122.21899400432,8.234375,13.45484301556284,270.416954792347,3.140625,64.0,1.2224767983814022,0.3406362338609891,4
-0.14484657314606875,6.927707560846948,0.08267045077524572,0.49134490707359657,6.939280414493741,46.005276148982865,54.03418305240424,0.47965713566072266,2.590504521592218,4.782192438131185,59.705335852511695,1.7753830047504648,43558.584171491006,7.9375,13.40013709975783,275.0181030797934,4.34375,64.0,1.2427708075294275,1.6510263392401032,4
0.3134342858663305,6.959582329660501,0.12723218948524123,0.566488401141017,6.978201672805955,47.041828338783084,53.738738778294135,0.4898949438214481,2.5939153372355825,4.920414710152923,47.40040172248021,1.7124838438002776,45620.266084008705,7.734375,14.283870122556312,325.6538253147687,2.515625,64.0,1.25788977493155,0.6780127908429243,4
-0.11876958382702547,6.622276354623605,0.08599174974912908,-0.017312735390118204,6.632707291238386,38.69033418003919,49.16392821472584,0.5769171912451835,2.231195016893858,4.696663728851631,51.2755478737949,1.7704200590383559,45189.45055875829,7.5625,15.613298279649083,391.4502710443039,3.3125,64.0,1.3637774085411198,0.22654754309415026,4
