mean,std,skewness,kurtosis,rms,peak_to_peak,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,total_power,wavelet_entropy,coeff_energy,median_frequency,mean_frequency,frequency_variance,peak_frequency,5
-0.03181802034699262,5.225981468514699,0.21614023700892357,0.3532117533212562,5.234224751246462,36.115020663620626,29.783064280981137,0.5306709885350577,2.3368571225734853,5.163915032443733,28.5345063616642,1.8564832910957116,39760.151611657406,8.765625,15.827287602270042,361.19540846612387,2.21875,5
0.21812311840805815,7.065403568960786,0.16897486488594335,1.016965450329764,7.0738799426689765,50.44580591828482,51.401219741384004,0.4145843599728029,2.959922060884753,4.472975294002355,53.70063876280586,1.446727220885485,68077.04978747334,4.796875,10.330779733841428,229.81127621844087,2.078125,5
0.08755973572000722,8.058734671920453,0.033068161784203326,1.9682023132614634,8.064173974099207,74.0125152791718,68.44794089306859,0.7483877077003109,1.7726141280153305,4.690655423494893,66.08830078286175,1.9509740277653032,90427.34323889147,13.875,23.447017596188193,587.4943913756878,34.171875,5
-0.08452387095717431,8.75363513316771,-0.18809850295293357,1.0610050302771,8.75580642222806,66.82004081697735,78.69162199794503,0.6369156151352706,2.0551802451754537,4.560663740617254,86.14988877807521,1.8482686603821352,103164.27725176797,5.828125,16.5087146802407,482.44084086032996,1.65625,5
-0.3957158864625368,8.104192818172915,-0.12368378087424658,1.202605473769916,8.11998636341551,61.483022745514916,73.217108745164,0.4623348863021049,2.800080293964783,4.6659420506153735,78.12433578753287,1.678466305503869,96636.12729058083,6.796875,12.482798244566645,298.6803508570558,3.0,5
0.23307833450733412,5.870515362711578,0.03436631077224609,0.6235886410950865,5.884190176672763,43.5017972813199,37.08865723340007,0.5261256306860984,2.365245780489727,5.021381390348075,38.37548873529288,1.8302098345888258,49181.55766289798,8.078125,14.835036701015946,345.1468655910823,2.421875,5
-0.1692564800395816,5.70929120087964,-0.21985013311882548,0.6246426015535399,5.717339711344865,41.2814926168209,34.91118787384159,0.5873167901521601,2.1502766889146065,5.382969721868799,34.102700380351074,1.9854916495791908,46858.192173273324,10.671875,18.105167360829974,414.6628542249956,1.765625,5
0.06741868601565854,6.155062410785433,0.013211400581410107,0.142175601285244,6.160095145886216,43.764777350268716,40.84527667704395,0.6780318307743712,1.916825261451826,5.292060289521299,38.51945883204692,2.066303342797496,53555.43282747483,14.171875,21.6834433593101,493.10333161938473,11.96875,5
-0.27058891402410246,6.239136979625003,-0.06778962327301295,0.24445568652906532,6.248955722633656,41.36593005524615,40.936758703681534,0.6767755298606699,1.9243734465554894,5.104012864078492,35.932139212920966,1.9893304046544247,56756.13116470836,12.875,21.802202522009434,506.4862237939029,26.953125,5
0.2511527405217147,6.344918091357072,0.08226659160545843,-0.027293354471201403,6.353815418623602,40.629984627905024,41.648247430065545,0.8073344049594007,1.6315456307725287,5.172115390466142,39.630389624475974,2.1304198807335406,57303.70083832225,18.703125,26.752878535645106,586.2957004694009,50.671875,5
0.20135533582345916,6.938447924890528,0.08674110750058535,0.19483067994488892,6.944462617742885,48.23774118794282,50.367393520384724,0.7640674509914686,1.7411818250202735,5.175723827289167,48.65648484382848,2.1237069319150494,66165.79285514046,17.453125,25.286278552697617,550.5108207430575,46.0625,5
-0.11324587965586005,6.569722942064381,0.04561100485172015,-0.136926401220399,6.57561876636027,40.27986699399207,45.46195765321681,0.7683013697155724,1.738919624076381,5.095044982953404,44.06427057818909,2.062888970967191,61502.05456653706,18.75,25.38881974879626,551.7493322861436,44.796875,5
-0.03247681896752137,7.602313352471007,0.09005533135044479,0.08603271898772785,7.60498668138092,52.1987689851155,59.19235129313946,0.8069939940838753,1.6422099665307848,4.989560069345856,59.07521085696474,2.0946934373037536,77424.30472311353,17.546875,26.024610053015447,608.8100776412924,51.71875,5
0.3209138584315901,9.023170593024842,0.12954339111594534,0.046796350564176435,9.032719641249384,59.77305556249298,81.87425301268094,0.8886459945856872,1.4980546187620514,4.407873857480241,78.30529592890251,2.002116860107127,108675.62534555663,19.9375,29.260149526770086,719.9082870095898,60.0,5
0.21241995281121484,8.019052456081207,0.20705538545977845,0.8561793939680971,8.025718593476165,59.35527605489577,66.78106231110687,0.683902258544202,1.8997517520670912,5.201760456785284,66.45960559435105,2.0536565115728997,90594.3825189333,12.421875,20.881150797508617,475.32332227718126,26.75,5
0.028492528352184535,8.109570471677642,0.02646190838213887,0.04196176605223695,8.113873865986903,52.895588957590505,73.31968986324401,0.7980262067241685,1.7158932755866803,4.921450289587516,73.4678295258943,2.0755632712710486,96073.39090157169,24.296875,27.289705936405753,510.8948844794144,41.84375,5
1.0413705612543425,9.981655905094316,1.2064924701628315,6.2997543387489925,10.039835465508423,98.0190128285727,103.27422594564534,0.7412171901646781,1.8009799991991464,4.831362317116211,103.57701488645586,1.9058630284157017,135098.36984469413,13.703125,23.49758323566493,547.7446768054207,50.609375,5
-0.31060743050162654,8.124048723253527,-0.01863739171747597,0.030206219025265345,8.134121569096001,53.071913250204354,68.65624438534759,0.8684744047570669,1.5463672932237527,4.853091362921471,69.02020624832078,2.0999785856692803,90931.4835182107,25.671875,29.234395488652478,573.6026616444317,50.9375,5
0.016912832344717275,12.110934153809044,3.9110473094463694,34.39929125760684,12.11336735419655,175.99436706963505,155.09128048500176,0.5096178403760667,2.6308377478662797,4.637497942945003,189.48836960289017,1.4971436962178448,201452.7135053202,6.03125,12.43293712021794,315.07060764689646,2.71875,5
