mean,std,skewness,kurtosis,rms,peak_to_peak,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,total_power,wavelet_entropy,coeff_energy,median_frequency,mean_frequency,frequency_variance,peak_frequency
-0.053450918555232,5.871764938391654,-0.0076040660428198,0.2021295669666821,5.875535316550139,38.95082379239719,36.596248170182314,0.6568413493673223,2.039122831486729,4.659509132814591,32.76499096943931,1.8333177289837197,48334.72210957238,10.921875,19.9141233812719,524.1231291586403,15.546875
-0.1133581781675723,5.40751311203246,0.0043993835422819,0.0143533130569164,5.41076450758076,35.21760865169529,30.806013729183185,0.6706535111951184,1.9723397459651464,4.636954681872183,30.27506858728565,1.9723450262344409,41022.003899020565,10.109375,19.33361621583924,501.7097913619329,15.59375
-0.1920412766464772,5.230736431137613,0.0471270495934979,0.526102877968851,5.239778188464881,36.93918173893026,30.79925956830622,0.4850207487215242,2.5561694180782215,4.8064176747291825,31.24822250946855,1.779509610767565,40308.604745098535,7.71875,13.469581167562955,302.13367196645044,2.875
0.1231300766743631,4.538531329913321,0.038433289118126,0.138634617738949,4.544196224970602,30.06806625181932,22.72314178545432,0.4643992391382926,2.609811260307809,4.974344890817115,23.587973333425868,1.7789706485801204,30020.736412206526,7.75,13.081162356930973,272.7137319771657,2.234375
-0.0690382764035886,4.641931447285642,0.0167516072255552,0.113792481174923,4.646595627907685,30.273811095656324,24.22339146212278,0.5445703523236691,2.3366559671762492,4.977696476805686,24.77902819682899,1.850744753234927,32733.95524588342,8.171875,15.434473029034285,363.47523371643064,3.609375
-0.0850272608914775,6.533653376485895,-0.1242442048135879,0.3060334990087952,6.537510093253032,44.67220295260453,48.035669827787025,0.5628321701875063,2.37279267292278,4.662758519387978,47.257429441504705,1.8252765436873597,65151.881773353176,8.84375,16.364580317755035,400.1750353295281,17.453125
-0.1444665832301634,6.398133367855201,-0.1082611744828653,-0.0446099063252242,6.404234085857196,40.64134315252112,44.77792295593181,0.6401105411007696,2.0916785970268,4.660668137573898,45.59702007793653,1.8812089165400845,59716.31946567991,10.21875,18.65136640406605,471.5298141305829,20.4375
0.1026060477129535,5.964405598393898,-0.0912230635235804,0.114443677235025,5.97045093351306,39.5174327139593,40.62849628705102,0.6908268104070706,1.9712459726272389,4.648322665012576,38.71339068752904,1.9504866628447703,56480.64831209785,15.203125,21.584694677912942,507.7202662775264,29.65625
-0.126195005806685,6.889205210587663,0.0807665970252591,0.2056071058357088,6.895388549951047,47.47497521254613,51.70412489545067,0.6957605509225209,1.9238552903275956,4.7805185903527185,54.93177312737659,1.993091340519461,67612.81437442284,12.703125,20.6309932631958,496.3497166466406,27.25
0.2498715238210933,5.531722489321434,0.0359645247379299,0.2899481536724395,5.541590005596879,39.818115125997,33.03358158449022,0.7851523866428664,1.7124041862996906,4.706785843258745,27.761981805201707,2.04612316857568,51360.66181113347,22.796875,27.263580574122233,588.803785166768,54.328125
