mean,std,skewness,kurtosis,rms,peak_to_peak,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,total_power,wavelet_entropy,coeff_energy,median_frequency,mean_frequency,frequency_variance,2
-0.1256716966609473,5.31784193074684,-0.1216947549044225,0.0191696251450239,5.327474567168664,31.780251799594375,30.990579139860788,0.5249194618928068,2.4205840924798836,4.808632361878318,31.42931962688982,1.8056511849542063,24826.383947779745,7.671875,14.209732600532266,329.59177808027334,2
-0.6313234189045238,5.465524856301094,-0.0633854291363719,-0.0583855592483154,5.510851705303313,32.54844304999732,31.959226909617534,0.5060591249967732,2.469205785715591,4.767199070266423,31.17777420821789,1.779409624151434,26719.987841422153,7.203125,13.898680056670832,328.0704927932359,2
0.243507757042725,24.32475684204352,0.6781795649910768,7.925576573919346,24.32728267495556,218.81005654273628,592.3996733112172,0.2012194115019223,5.221771368784904,2.853808942087609,483.3845697839274,0.737407594177894,545817.2298854673,2.0,3.6720544950918383,58.7129139694615,2
0.0689814328052533,5.117811106652808,-0.0374949792767804,0.2445908857441989,5.124793704223947,32.89735312513703,31.097656534540423,0.5788932597007976,2.219364597366725,4.782131293065594,32.63496608389483,1.8744235002428,25169.16341025368,10.171875,17.37991132012723,375.30429202529615,2
-0.2590277722837531,5.43707641147733,0.0377907409610249,0.1567757059154423,5.450286459290006,34.813836851461346,35.49816636417049,0.5750289255889836,2.24763415947463,4.790837167474452,37.29768980756851,1.87054923268712,28714.064539590283,10.65625,17.56798165716372,379.1939112103315,2
-0.5012420153030276,5.715368091732404,0.0651818321768226,0.1533711774209361,5.751698991494561,36.346788914743605,38.80480479570413,0.5516463042750949,2.2957551489139454,4.7868890604454855,34.51021386973022,1.704050299517109,43161.35166883501,9.859375,16.969586958448495,366.70584647887273,2
0.0037282986681278,5.026804030741324,-0.0622739605069458,0.2003331271062572,5.034609170655273,31.453044189676255,29.955503540348555,0.5250176408754871,2.3543851340889073,4.804108639365816,29.80895622812794,1.7839745339313742,28277.617055437597,9.6875,15.933965241428844,317.93058551875424,2
-0.0375875993113157,5.581044218775699,-0.0748101531871622,-0.0656294765309428,5.588155304033825,32.49379038193179,37.026587931823066,0.4948794250543057,2.4803690571951886,4.830937273273866,37.05750682959419,1.7983383648895308,31705.06816816029,9.703125,15.02103817690626,279.31614736274247,2
-0.186698761223277,5.858297896570838,-0.0096958920515563,-0.2222019919602171,5.869599982893594,32.91795642856733,41.37314489177631,0.4800463826166334,2.543528164092796,4.808295878561477,43.12995389535682,1.7985887174852078,35561.4531728339,9.171875,14.538824274754312,273.51007960951733,2
0.1584576701772255,5.765530016868351,-0.0092364434299784,0.3359278935432839,5.7760631016881305,37.04459020100206,40.374005149803274,0.4395356150665221,2.684073477248624,4.663980023313116,40.85748498636184,1.7228274908570818,32552.357854512313,7.984375,12.321412204113845,238.05540374868843,2
