mean,std,skewness,kurtosis,rms,peak_to_peak,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,total_power,wavelet_entropy,coeff_energy,median_frequency,mean_frequency,frequency_variance,1
0.0409984687688269,5.019824918998525,-0.1276252364168965,-0.0131898826111545,5.029374983773068,31.020196521525698,26.209439016463104,0.723681356635156,1.8170988829334935,4.798688510751718,26.86657889874153,2.0096995425325894,20996.0229642923,12.609375,21.80227666206857,538.317632365221,1
-0.1054440514102431,5.5898391463995,0.0018135294958037,0.1070189491522904,5.601271343286897,35.58826188917967,33.04190784028684,0.7004545545918656,1.9104137701571684,4.715784085601804,32.68371887043881,1.9149696404050307,26519.802417550585,12.53125,20.83766044149352,528.8201659325123,1
-0.0671311100715918,6.392925054501677,0.0188363455032721,0.0434307813687298,6.399739298201493,38.77974567604793,43.737749890199815,0.6362608980805973,2.134230655906144,4.482934080093382,36.45407094416053,1.650271113930148,39510.84929221235,9.890625,19.2231730803208,524.4314166385858,1
0.2571721606444044,5.059600160533359,0.0016337900601315,0.0956253115605061,5.070233531208708,32.66779679579159,26.54430971092612,0.6988171354579531,1.870563811820963,4.694513852610623,24.24518176134236,1.9539799029714295,23165.092611147255,10.890625,21.33336210300566,542.1247075882513,1
-0.3251344537433924,5.517673241768298,-0.0103518762466535,-0.0869557979267521,5.532804149961778,33.47787380661074,31.74869724381951,0.6541540372874768,2.015153257808848,4.5259296208991024,32.347495379683195,1.8622747348616424,26579.027999660528,9.03125,18.267058730487253,489.47429466168694,1
-0.244248797273799,5.9397330828978285,0.041139168825327,-0.1900979029874899,5.948943104518812,35.03977876567027,37.429715933494656,0.6264472788609453,2.1244410872691515,4.489640390459493,35.597262509358295,1.8206256231685307,32149.932431127378,9.625,17.92900937168674,470.4211861548798,1
-0.0546382325539869,4.625044267652587,0.2214369908718616,0.0996847767128807,4.635608029586627,27.22060981303835,22.872794252679963,0.5227334060111282,2.41605791635643,4.833703374324611,23.031157950860816,1.7310181029014189,18396.965437918523,5.984375,14.126497404594964,347.56661379298964,1
-0.0017105345548359,4.842205006842805,0.1036153541468932,0.0627103462461232,4.850899722923652,29.4590455888477,25.75758299368551,0.4988916412063511,2.526426956849183,4.829036415988767,25.37053041093542,1.7256278479335203,20845.15375344119,6.4375,13.6812147614973,326.0743819076513,1
-0.3822260525411613,5.749153169424688,0.1049974179057951,0.3259356837258517,5.770043679451753,36.5891637486271,38.31299373165597,0.4531110497335753,2.6762235209167473,4.6002444851177495,41.314598741143826,1.7253132684764458,30941.79908804474,7.375,12.275386946433988,263.1052204963721,1
0.1837227671065877,4.324941615165882,0.0695532412411662,0.1310865334305321,4.338834550771229,27.426053440568893,20.9232173131799,0.4707061823617258,2.603113127622854,4.871238150599018,20.61658103072715,1.742313955400154,17040.643433513327,7.359375,13.169923446534966,294.75464322426626,1
